0.00000 0.00000 0.00000
0.05125 0.02277 0.04380
0.07187 0.06496 0.07627
0.06371 0.11269 0.10549
0.02770 0.15070 0.13279
-0.02860 0.16532 0.15874
-0.09187 0.14756 0.18367
-0.14550 0.09542 0.20778
-0.17305 0.01492 0.23120
-0.16185 -0.08056 0.25405
-0.10614 -0.17250 0.27639
-0.00893 -0.24068 0.29829
0.11780 -0.26727 0.31979
0.25469 -0.24059 0.34094
0.37813 -0.15812 0.36176
0.46454 -0.02774 0.38229
0.49489 0.13279 0.40255
0.45870 0.29841 0.42255
0.35675 0.44079 0.44232
0.20177 0.53336 0.46187
0.01711 0.55627 0.48122
-0.16674 0.50052 0.50037
-0.31714 0.37035 0.51935
-0.40493 0.18338 0.53815
-0.40985 -0.03158 0.55679
-0.32471 -0.23891 0.57527
-0.15741 -0.40197 0.59361
0.06947 -0.48945 0.61180
0.32175 -0.48110 0.62986
0.55892 -0.37184 0.64780
0.74073 -0.17349 0.66560
0.83409 0.08639 0.68330
0.81916 0.36835 0.70087
0.69330 0.62722 0.71834
0.47243 0.81946 0.73570
0.18917 0.91066 0.75296
-0.11186 0.88173 0.77013
-0.38110 0.73282 0.78719
-0.57207 0.48415 0.80417
-0.64942 0.17345 0.82105
-0.59522 -0.14962 0.83785
-0.41271 -0.43131 0.85457
-0.12662 -0.62261 0.87120
0.22017 -0.68757 0.88776
0.57307 -0.60981 0.90424
0.87442 -0.39600 0.92064
1.07297 -0.07550 0.93697
1.13259 0.30363 0.95323
1.03884 0.68197 0.96942
0.80201 0.99821 0.98554
0.45633 1.19923 1.00160
0.05504 1.24912 1.01760
-0.33780 1.13569 1.03353
-0.65750 0.87319 1.04940
-0.84942 0.50082 1.06521
-0.87825 0.07697 1.08096
-0.73442 -0.32978 1.09665
-0.43638 -0.65164 1.11229
-0.02845 -0.83283 1.12788
0.42584 -0.83901 1.14341
0.85357 -0.66358 1.15889
1.18415 -0.32944 1.17431
1.36098 0.11389 1.18969
1.35111 0.59775 1.20501
1.15118 1.04507 1.22029
0.78879 1.38276 1.23552
0.31876 1.55380 1.25070
-0.18522 1.52693 1.26584
-0.64212 1.30240 1.28093
-0.97667 0.91271 1.29598
-1.13178 0.41801 1.31099
-1.07827 -0.10302 1.32595
-0.82033 -0.56563 1.34087
-0.39550 -0.89268 1.35574
0.13061 -1.02740 1.37058
0.67447 -0.94306 1.38538
1.14783 -0.64803 1.40014
1.47201 -0.18514 1.41486
1.59089 0.37455 1.42954
1.48057 0.94276 1.44418
1.15390 1.42797 1.45879
0.65911 1.75029 1.47336
0.07273 1.85466 1.48789
-0.51233 1.72031 1.50239
-1.00157 1.36481 1.51685
-1.31423 0.84198 1.53128
-1.39666 0.23379 1.54568
-1.23158 -0.36239 1.56004
-0.84157 -0.84934 1.57437
-0.28611 -1.14579 1.58866
0.34740 -1.19989 1.60293
0.95728 -0.99819 1.61716
1.44389 -0.56848 1.63136
1.72579 0.02397 1.64553
1.75331 0.68634 1.65967
1.51713 1.31287 1.67378
1.05048 1.80177 1.68786
0.42452 2.07180 1.70191
-0.26262 2.07581 1.71593
-0.90128 1.80892 1.72993
-1.38783 1.31002 1.74389
-1.64162 0.65618 1.75783
-1.61837 -0.04922 1.77174
-1.31793 -0.69285 1.78562
-0.78506 -1.16959 1.79948
-0.10277 -1.39972 1.81331
0.62041 -1.34222 1.82711
1.26771 -1.00199 1.84088
1.73286 -0.42976 1.85464
1.93745 0.28541 1.86836
1.84405 1.03000 1.88206
1.46288 1.68406 1.89574
0.85085 2.14047 1.90939
0.10300 2.32252 1.92301
-0.66227 2.19672 1.93662
-1.32209 1.77885 1.95019
-1.76886 1.13211 1.96375
-1.92793 0.35754 1.97728
-1.77009 -0.42179 1.99079
-1.31693 -1.08034 2.00427
-0.63806 -1.51043 2.01774
0.15953 -1.63984 2.03118
0.94825 -1.44398 2.04460
1.60025 -0.95049 2.05799
2.00809 -0.23548 2.07137
2.10236 0.58815 2.08472
1.86342 1.38850 2.09805
1.32519 2.03568 2.11136
0.57036 2.42288 2.12465
-0.28237 2.48388 2.13792
-1.09695 2.20429 2.15117
-1.74181 1.62448 2.16440
-2.11114 0.83378 2.17760
-2.14226 -0.04337 2.19079
-1.82633 -0.86707 2.20396
-1.21038 -1.50439 2.21711
-0.39040 -1.85089 2.23024
0.50357 -1.84783 2.24334
1.32802 -1.49220 2.25644
1.94900 -0.83786 2.26951
2.26386 0.01252 2.28256
2.21814 0.92341 2.29559
1.81495 1.74798 2.30861
1.11513 2.35161 2.32161
0.22804 2.63380 2.33458
-0.70547 2.54474 2.34755
-1.53549 2.09392 2.36049
-2.12713 1.34928 2.37341
-2.38242 0.42685 2.38632
-2.25653 -0.52739 2.39921
-1.76558 -1.36077 2.41208
-0.98472 -1.93848 2.42494
-0.03661 -2.16547 2.43778
0.92786 -2.00226 2.45060
1.75357 -1.47184 2.46341
2.30617 -0.65665 2.47620
2.49396 0.31410 2.48897
2.28311 1.28477 2.50172
1.70371 2.09814 2.51446
0.84560 2.62072 2.52719
-0.15554 2.76453 2.53989
-1.13959 2.50171 2.55259
-1.94754 1.86968 2.56526
-2.44714 0.96568 2.57792
-2.55452 -0.06822 2.59057
-2.24810 -1.06767 2.60320
-1.57278 -1.87223 2.61581
-0.63329 -2.35131 2.62841
0.42212 -2.42549 2.64099
1.42508 -2.07981 2.65356
2.21413 -1.36683 2.66611
2.66074 -0.39873 2.67865
2.69034 0.67014 2.69118
2.29488 1.66773 2.70369
1.53470 2.43190 2.71618
0.52949 2.83658 2.72866
-0.56048 2.81246 2.74113
-1.55979 2.35864 2.75358
-2.30600 1.54342 2.76602
-2.67591 0.49392 2.77845
-2.60580 -0.62385 2.79086
-2.10218 -1.63140 2.80325
-1.24142 -2.36637 2.81564
-0.15803 -2.70887 2.82801
0.97647 -2.60111 2.84036
1.98085 -2.05728 2.85271
2.69328 -1.16188 2.86503
2.99755 -0.05676 2.87735
2.84217 1.08129 2.88965
2.24925 2.06865 2.90194
1.31153 2.74442 2.91422
0.17806 2.99648 2.92648
-0.96929 2.78002 2.93874
-1.94489 2.12524 2.95097
-2.58917 1.13320 2.96320
-2.79452 -0.03995 2.97541
-2.52310 -1.20755 2.98761
-1.81342 -2.18231 2.99980
-0.77485 -2.80641 3.01198
0.42945 -2.97717 3.02414
1.60836 -2.66400 3.03629
2.57330 -1.91393 3.04843
3.16866 -0.84464 3.06056
3.29707 0.37388 3.07267
2.93552 1.54632 3.08478
2.13972 2.48326 3.09687
1.03567 3.03170 3.10895
-0.20001 3.09998 3.12101
-1.36812 2.67299 3.13307
-2.27878 1.81523 3.14512
-2.78205 0.66103 3.15715
-2.79235 -0.60655 3.16917
-2.30275 -1.78476 3.18118
-1.38668 -2.68369 3.19318
-0.18670 -3.15686 3.20517
1.10789 -3.12517 3.21714
2.29116 -2.59011 3.22911
3.17357 -1.63413 3.24106
3.61258 -0.40796 3.25301
3.53592 0.89311 3.26494
2.95377 2.06034 3.27686
1.95767 2.90503 3.28877
0.70643 3.28898 3.30067
-0.59891 3.14715 3.31256
