-1.74720 2.49862 3.32444
-2.55098 1.44413 3.33630
-2.87687 0.15045 3.34816
-2.66737 -1.17595 3.36001
-1.95068 -2.32183 3.37184
-0.83676 -3.10146 3.38367
0.49978 -3.38666 3.39549
1.84731 -3.12783 3.40729
2.99097 -2.36248 3.41909
3.74719 -1.20981 3.43087
3.99342 0.14794 3.44265
3.68828 1.49428 3.45441
2.87878 2.61316 3.46616
1.69333 3.32361 3.47791
0.32168 3.50918 3.48964
-1.01522 3.13702 3.50137
-2.10050 2.26379 3.51308
-2.75631 1.02713 3.52479
-2.87265 -0.37595 3.53649
-2.42555 -1.72033 3.54817
-1.48144 -2.78880 3.55985
-0.18713 -3.40704 3.57151
1.25331 -3.47194 3.58317
2.61097 -2.96864 3.59482
3.66876 -1.97349 3.60646
4.25635 -0.64236 3.61809
4.27791 0.81386 3.62971
3.72796 2.16288 3.64132
2.69285 3.18816 3.65292
1.33745 3.72386 3.66451
-0.12082 3.68181 3.67609
-1.44668 3.06620 3.68767
-2.42464 1.97345 3.69923
-2.89379 0.57733 3.71079
-2.77402 -0.89852 3.72233
-2.07939 -2.21621 3.73387
-0.91647 -3.16176 3.74540
0.53222 -3.57966 3.75692
2.03710 -3.39819 3.76843
3.35811 -2.64153 3.77993
4.28325 -1.42640 3.79143
4.66286 0.05611 3.80291
4.43398 1.57080 3.81439
3.63108 2.87589 3.82586
2.38103 3.76188 3.83731
0.88334 4.08538 3.84876
-0.62156 3.79256 3.86021
-1.89062 2.92835 3.87164
-2.71733 1.62980 3.88307
-2.96502 0.10458 3.89448
-2.58932 -1.40195 3.90589
-1.64580 -2.64597 3.91729
-0.28162 -3.42440 3.92868
1.28757 -3.60776 3.94006
2.81188 -3.16143 3.95144
4.04718 -2.15173 3.96281
4.79432 -0.73590 3.97417
4.93142 0.86270 3.98552
4.43389 2.39008 3.99686
3.37895 3.60227 4.00819
1.93378 4.30455 4.01952
0.32917 4.38307 4.03084
-1.17720 3.82357 4.04215
-2.34200 2.71423 4.05345
-2.97547 1.23209 4.06475
-2.97220 -0.38491 4.07603
-2.32852 -1.87581 4.08731
-1.14366 -2.99848 4.09859
0.39560 -3.56857 4.10985
2.04449 -3.48949 4.12110
3.53923 -2.76840 4.13235
4.63934 -1.51565 4.14359
5.16638 0.07243 4.15483
5.03296 1.74457 4.16605
4.25730 3.23462 4.17727
2.96084 4.30428 4.18848
1.34931 4.78151 4.19968
-0.31988 4.58850 4.21088
-1.77874 3.75471 4.22207
-2.79165 2.41271 4.23325
-3.19344 0.77741 4.24442
-2.91628 -0.88805 4.25559
-2.00105 -2.31425 4.26675
-0.59143 -3.26883 4.27790
1.08872 -3.59395 4.28904
2.77086 -3.23206 4.30018
4.18471 -2.23568 4.31131
5.10162 -0.75950 4.32243
5.37155 0.96388 4.33354
4.94757 2.66099 4.34465
3.89392 4.06113 4.35575
2.37627 4.93993 4.36685
0.63563 5.15559 4.37793
-1.04999 4.67212 4.38901
-2.41005 3.56558 4.40009
-3.22497 2.01254 4.41115
-3.36167 0.26211 4.42221
-2.79535 -1.40363 4.43326
-1.61405 -2.71479 4.44431
-0.00507 -3.45714 4.45535
1.77464 -3.50670 4.46638
3.43939 -2.85020 4.47740
4.72050 -1.58771 4.48842
5.40954 0.08289 4.49943
5.39212 1.89715 4.51044
4.66669 3.56625 4.52143
3.34537 4.82324 4.53243
1.63648 5.46605 4.54341
-0.18842 5.39021 4.55439
-1.83788 4.60617 4.56536
-3.04725 3.23811 4.57632
-3.62130 1.50459 4.58728
-3.46596 -0.31613 4.59823
-2.60383 -1.93047 4.60918
-1.17119 -3.07662 4.62012
0.60339 -3.56674 4.63105
2.43533 -3.31749 4.64197
4.02943 -2.36387 4.65289
5.12728 -0.85421 4.66381
5.54892 0.97315 4.67471
5.22208 2.82771 4.68561
4.19433 4.41321 4.69651
2.62598 5.47516 4.70739
0.76486 5.84196 4.71827
-1.09307 5.45278 4.72915
-2.65100 4.36786 4.74002
-3.65899 2.75942 4.75088
-3.95423 0.88448 4.76174
-3.48769 -0.95600 4.77259
-2.33242 -2.46526 4.78343
-0.67243 -3.39842 4.79427
1.22638 -3.60200 4.80510
3.05853 -3.03905 4.81592
4.52784 -1.79553 4.82674
5.39504 -0.06713 4.83756
5.51646 1.87169 4.84836
4.86747 3.71143 4.85916
3.54706 5.15705 4.86996
1.76240 5.97545 4.88075
-0.20387 6.03316 4.89153
-2.03871 5.31819 4.90231
-3.44884 3.94253 4.91308
-4.20786 2.12468 4.92385
-4.19294 0.15505 4.93461
-3.40498 -1.65033 4.94536
-1.96899 -3.00050 4.95611
-0.11461 -3.67633 4.96685
1.86039 -3.56608 4.97759
3.63754 -2.68374 4.98832
4.92877 -1.16740 4.99904
5.52278 0.74246 5.00976
5.31928 2.74108 5.02047
4.34558 4.50811 5.03118
2.75276 5.75894 5.04188
0.79195 6.29060 5.05258
-1.22559 6.01465 5.06327
-2.97818 4.97188 5.07395
-4.18530 3.32631 5.08463
-4.65280 1.33937 5.09531
-4.30446 -0.67164 5.10597
-3.19470 -2.38429 5.11664
-1.50040 -3.52274 5.12729
0.50701 -3.90221 5.13794
2.50470 -3.45905 5.14859
4.17007 -2.26145 5.15923
5.23254 -0.49903 5.16987
5.51722 1.54708 5.18049
4.97335 3.54901 5.19112
3.68299 5.18459 5.20174
1.84838 6.18909 5.21235
-0.24003 6.39796 5.22296
-2.24986 5.77364 5.23356
-3.85996 4.41212 5.24416
-4.81202 2.52807 5.25475
-4.95231 0.42087 5.26534
-4.25675 -1.57312 5.27592
-2.83531 -3.13442 5.28649
-0.91490 -4.01173 5.29706
1.19659 -4.06260 5.30763
3.15940 -3.27671 5.31819
4.65631 -1.77805 5.32874
5.44364 0.19445 5.33929
5.39066 2.32482 5.34984
4.50105 4.27044 5.36037
2.91281 5.71697 5.37091
0.87666 6.42889 5.38144
-1.28379 6.28764 5.39196
-3.22365 5.31107 5.40248
-4.63208 3.65118 5.41299
-5.28228 1.57016 5.42350
-5.06822 -0.60119 5.43400
-4.02216 -2.51635 5.44450
-2.30998 -3.86859 5.45499
-0.20508 -4.44039 5.46548
1.95510 -4.13869 5.47596
3.82298 -3.01029 5.48644
5.09662 -1.23490 5.49691
5.56832 0.90321 5.50738
5.15834 3.06045 5.51785
3.92820 4.88883 5.52830
2.07133 6.09176 5.53876
-0.11750 6.47191 5.54920
-2.28906 5.96322 5.55965
-4.09554 4.64201 5.57009
-5.24636 2.71526 5.58052
-5.55505 0.48789 5.59095
-4.96952 -1.68580 5.60137
-3.58099 -3.45884 5.61179
-1.60982 -4.54728 5.62220
0.62935 -4.77601 5.63261
2.77774 -4.10725 5.64302
4.48987 -2.64715 5.65342
5.48905 -0.62926 5.66381
5.61202 1.62249 5.67420
4.83561 3.74540 5.68459
3.28094 5.39613 5.69497
1.19454 6.30585 5.70534
-1.09080 6.32364 5.71571
-3.20909 5.44118 5.72608
-4.81975 3.79456 5.73644
-5.66240 1.64300 5.74680
-5.59890 -0.67230 5.75715
-4.63598 -2.78266 5.76750
-2.92470 -4.35096 5.77784
-0.73666 -5.12586 5.78818
1.57907 -4.98243 5.79851
3.65175 -3.94268 5.80884
5.14838 -2.17253 5.81917
5.82726 0.04430 5.82949
5.57711 2.35140 5.83980
4.43541 4.37663 5.85011
2.58287 5.79175 5.86042
0.31499 6.36528 5.87072
-2.00502 6.00000 5.88102
-4.00421 4.74897 5.89131
-5.35979 2.80763 5.90160
-5.85104 0.48284 5.91188
-5.39514 -1.85588 5.92216
-4.06089 -3.83551 5.93244
-2.05823 -5.13933 5.94271
0.29496 -5.55793 5.95297
2.62351 -5.02324 5.96324
4.55496 -3.61987 5.97349
5.77933 -1.57214 5.98374
6.09911 0.79154 5.99399
5.46129 3.09090 6.00424
3.96639 4.95475 6.01448
1.85287 6.08053 6.02471
-0.54069 6.28309 6.03494
-2.82959 5.52483 6.04517
-4.64456 3.92222 6.05539
-5.69105 1.72762 6.06561
-5.79682 -0.71070 6.07582
-4.93992 -3.00420 6.08603
-3.25275 -4.78622 6.09624
-1.00133 -5.77090 6.10644
1.45693 -5.79933 6.11663
3.73028 -4.86547 6.12683
5.45539 -3.11764 6.13702
6.35570 -0.83520 6.14720
6.28616 1.61581 6.15738
5.25685 3.84113 6.16755
3.43195 5.48143 6.17773
1.10386 6.27012 6.18789
-1.35327 6.07641 6.19805
-3.54332 4.92673 6.20821
-5.11169 3.00106 6.21837
-5.80231 0.60448 6.22852
-5.49910 -1.88130 6.23866
-4.24499 -4.05898 6.24881
-2.23562 -5.57936 6.25894
0.21163 -6.19750 6.26908
2.70808 -5.81239 6.27921
4.85597 -4.48361 6.28933
6.31218 -2.42230 6.29946
6.84351 0.04228 6.30957
